algorithm,best_score,time_seconds,lr,weight_decay,dropout,unfreeze_epoch,batch_size,augment_strength
DE,0.8166739330188615,1831.769896030426,0.000612152335013466,0.0012411712320904733,0.5629552469635928,0,16,0.8564625732662466
GWO,0.6416123104163196,1606.855747461319,6.477574059775724e-05,0.004641706745263131,0.39630571436373113,0,16,1.5
PSO,0.8228035128380351,1598.9948146343231,0.0004732859331131916,0.0026152684678084188,0.46136328389080566,0,16,1.5
BAT,0.7968833325416611,1752.0855667591095,0.00012451372781174228,0.002883204943475628,0.30895362216323247,0,8,0.9795050377697831
