epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_balanced_acc,val_f1,epoch_time,lr
1,0.42895722307570994,0.6531428571428571,0.6384338274010756,0.5996673411511361,0.6706666666666666,0.7408128922507287,0.7183171145535042,28.95343518257141,0.0009333928602728289
2,0.22809276142961357,0.8052857142857143,0.8025399451714956,0.32663888864694757,0.842,0.8715802234872443,0.8730136390950224,28.64830446243286,0.0009333928602728289
3,0.20550532388972909,0.8408571428571429,0.8418928777389759,0.36894553043740863,0.824,0.8620999367488931,0.8609911976071944,29.015368700027466,0.0009333928602728289
4,0.1665486823852476,0.8688571428571429,0.8681700092601395,0.45189148425421816,0.7893333333333333,0.8400295171832174,0.8347027764336886,28.94747519493103,0.0009333928602728289
5,0.15464638265436642,0.8841428571428571,0.8842371554280956,0.22287242098691615,0.898,0.9188150959308454,0.9182364434832921,31.331753253936768,0.0009333928602728289
6,0.10385761997709263,0.9138571428571428,0.9133450892570496,0.1627100670432791,0.9266666666666666,0.9392135779042801,0.9394569981401439,28.831857681274414,0.0009333928602728289
7,0.13820292742829346,0.8968571428571429,0.8961492677036521,0.2239677444734472,0.8933333333333333,0.914033312249631,0.9125897506825759,29.428476333618164,0.0009333928602728289
